| PACKET 1 |,   Source IP: 1.1.1.1 ,   Destination IP: 2.2.2.2 ,   Protocol: TCP ,   Dest MAC: c2:01:1e:8c:00:00 ,   Src MAC: c2:00:1e:8c:00:00 ,   IP version: 4,    Source Port: 46612,    Destination Port: 179  ,  BGP service is running,    TTL: 2 ,   

| PACKET 2 |,   Source IP: 2.2.2.2 ,   Destination IP: 1.1.1.1 ,   Protocol: TCP ,   Dest MAC: c2:00:1e:8c:00:00 ,   Src MAC: c2:01:1e:8c:00:00 ,   IP version: 4,    Source Port: 179,    BGP service is running,    Destination Port: 46612  ,  TTL: 255 ,   

| PACKET 3 |,   Source IP: 1.1.1.1 ,   Destination IP: 2.2.2.2 ,   Protocol: TCP ,   Dest MAC: c2:01:1e:8c:00:00 ,   Src MAC: c2:00:1e:8c:00:00 ,   IP version: 4,    Source Port: 46612,    Destination Port: 179  ,  BGP service is running,    TTL: 2 ,   

| PACKET 4 |,   Source IP: 1.1.1.1 ,   Destination IP: 2.2.2.2 ,   Protocol: TCP ,   Dest MAC: c2:01:1e:8c:00:00 ,   Src MAC: c2:00:1e:8c:00:00 ,   IP version: 4,    Source Port: 46612,    Destination Port: 179  ,  BGP service is running,    TTL: 2 ,   

| PACKET 5 |,   Source IP: 2.2.2.2 ,   Destination IP: 1.1.1.1 ,   Protocol: TCP ,   Dest MAC: c2:00:1e:8c:00:00 ,   Src MAC: c2:01:1e:8c:00:00 ,   IP version: 4,    Source Port: 179,    BGP service is running,    Destination Port: 46612  ,  TTL: 2 ,   

| PACKET 6 |,   Source IP: 1.1.1.1 ,   Destination IP: 2.2.2.2 ,   Protocol: TCP ,   Dest MAC: c2:01:1e:8c:00:00 ,   Src MAC: c2:00:1e:8c:00:00 ,   IP version: 4,    Source Port: 46612,    Destination Port: 179  ,  BGP service is running,    TTL: 2 ,   

| PACKET 7 |,   Source IP: 1.1.1.1 ,   Destination IP: 2.2.2.2 ,   Protocol: TCP ,   Dest MAC: c2:01:1e:8c:00:00 ,   Src MAC: c2:00:1e:8c:00:00 ,   IP version: 4,    Source Port: 46612,    Destination Port: 179  ,  BGP service is running,    TTL: 2 ,   

| PACKET 8 |,   Source IP: 1.1.1.1 ,   Destination IP: 2.2.2.2 ,   Protocol: TCP ,   Dest MAC: c2:01:1e:8c:00:00 ,   Src MAC: c2:00:1e:8c:00:00 ,   IP version: 4,    Source Port: 46612,    Destination Port: 179  ,  BGP service is running,    TTL: 2 ,   

| PACKET 9 |,   Source IP: 2.2.2.2 ,   Destination IP: 1.1.1.1 ,   Protocol: TCP ,   Dest MAC: c2:00:1e:8c:00:00 ,   Src MAC: c2:01:1e:8c:00:00 ,   IP version: 4,    Source Port: 179,    BGP service is running,    Destination Port: 46612  ,  TTL: 2 ,   

| PACKET 10 |,   Source IP: 2.2.2.2 ,   Destination IP: 1.1.1.1 ,   Protocol: TCP ,   Dest MAC: c2:00:1e:8c:00:00 ,   Src MAC: c2:01:1e:8c:00:00 ,   IP version: 4,    Source Port: 179,    BGP service is running,    Destination Port: 46612  ,  TTL: 2 ,   

